Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Product tag line (product.metafields.custom.product_tag_line),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
gold-plated-karungali-mala-hanuman-ji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upaasak.com/cdn/shop/files/RJ177-3-2_209147.jpg,2,Gold Plated Karungali Mala — Hanuman Ji,,,,,,,,,,,,,,,,,,,,,
gold-plated-karungali-mala-hanuman-ji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upaasak.com/cdn/shop/files/RJ177-3-3_209148.jpg,3,Gold Plated Karungali Mala — Hanuman Ji,,,,,,,,,,,,,,,,,,,,,
silver-plated-karungali-bracelet,Silver Plated Karungali Bracelet,"<div class=""upaasak-product""><p>The Silver Plated Modern Karungali Bracelet brings the protective energy of genuine Karungali (Ebony) wood into a sleek, contemporary bracelet format — ideal for professionals, students, and daily wear in modern lifestyles. Karungali is one of Sanatan Dharma&#x27;s most revered protective woods, traditionally believed to shield the wearer from negative energy, evil eye, and environmental disturbances. <br><br>The silver-plated design gives this bracelet a refined, minimal aesthetic that pairs well with both formal and casual attire. Each bead is crafted from 100% genuine Karungali wood, lab-certified using the OSOC method, and energized by UPAASAK before dispatch. Unlike traditional malas, this bracelet form is highly wearable for those who prefer wrist accessories. Suitable for all Rashis, ages, and genders, it serves as a daily protective companion. A perfect entry-level Karungali product for those beginning their spiritual journey.</p><h3>Key Highlights</h3><ul><li>100% Genuine Karungali (Ebony) beads in a modern silver-plated bracelet format</li><li>Sleek, professional design — suitable for office, casual, and festive wear</li><li>Lab-certified using OSOC method and energized by UPAASAK before dispatch</li><li>Karungali&#x27;s traditional protection in an easy, modern wrist format</li><li>Suitable for all Rashis, ages, and genders</li></ul><h3>Specifications</h3><p>Suitable Rashi / Zodiac</p><ul><li>Suitable for all Rashis</li></ul><p>How to Wear</p><ul><li>Wear on either wrist for daily spiritual use</li><li>Cleanse before first use by wiping gently with a dry, soft cloth</li></ul><p>Who Should Wear?</p><ul><li>Suitable for men and women of all ages</li><li>Recommended for those seeking spiritual protection, courage, and positivity</li></ul><p>Care Instructions</p><ul><li>Keep away from water and moisture</li><li>Do not use soap or chemical cleaners</li><li>Wipe gently with a dry, soft cloth</li><li>Store in a clean, dry place when not in use</li></ul><p>Auspicious Day to Start Wearing</p><ul><li>Saturday (traditional Karungali auspicious day)</li></ul><p>Suitable For (Gender / Usage)</p><ul><li>Men &amp; Women (Unisex)</li><li>Suitable for daily wear and spiritual practice</li></ul><h3>Box Contents</h3><ul><li>1 × Silver Plated Modern Karungali Bracelet</li><li>1 × UPAASAK Authenticity Certificate Card (with QR Code)</li><li>Premium Protective Packaging</li></ul><h3>Key Benefits</h3><ul><li>Shields against negative energy and evil eye — traditional Karungali protection</li><li>Modern silver-plated design for professional and daily wear</li><li>Grounding and emotional stability through Karungali&#x27;s earthy energy</li><li>Lab Tested and energized — authenticity guaranteed</li></ul><h3>FAQs</h3><p><strong>Who should wear this Karungali product?</strong><br>Suitable for men and women of all ages — especially those seeking spiritual protection, courage, and daily devotional practice.</p><p><strong>Can I wear Karungali while sleeping?</strong><br>Remove before sleeping. Store in a clean, dry place overnight.</p><p><strong>How do I know my Karungali is authentic?</strong><br>All UPAASAK Karungali products are lab-certified using OSOC method. Each product comes with a batch certificate card and QR code linking to the lab report.</p><p><strong>Can men and women both wear Karungali?</strong><br>Yes — Karungali is unisex and suitable for all genders and Rashis.</p><h3>Disclaimer</h3><ul><li>Benefits are belief-based, rooted in traditional Sanatan Dharma practices</li><li>UPAASAK does not claim or guarantee any specific outcomes</li><li>Individual results may vary based on faith and intention</li><li>Not a substitute for medical or professional advice</li><li>Authenticated using OSOC (One Sample One Certificate) method</li></ul></div>",Upaasak,Apparel & Accessories > Jewelry > Necklaces,Karungali,"Karungali, Protection, Lord Murugan, Certified, Energized, Original, Enquiry",TRUE,Title,Default Title,,,,,,,,KA-SPKB-05,0,shopify,100,deny,manual,0,,TRUE,TRUE,,,,,,https://upaasak.com/cdn/shop/files/RJ177-3-1_209146.jpg,1,Silver Plated Karungali Bracelet,FALSE,Silver Plated Karungali Bracelet | Modern Daily Wear Protection | OSOC,"The Silver Plated Modern Karungali Bracelet brings the protective energy of genuine Karungali (Ebony) wood into a sleek, contemporary bracelet format — ideal for professionals, students, and daily wear in modern lifestyles. Karungali is one of Sanatan Dharma's most revered protective woods, traditio",,,,,new,,,,,,,Genuine Ebony Wood,,,kg,,,active
silver-plated-karungali-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upaasak.com/cdn/shop/files/RJ177-3-2_209147.jpg,2,Silver Plated Karungali Bracelet,,,,,,,,,,,,,,,,,,,,,
silver-plated-karungali-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upaasak.com/cdn/shop/files/RJ177-3-3_209148.jpg,3,Silver Plated Karungali Bracelet,,,,,,,,,,,,,,,,,,,,,
silver-plated-karungali-mala-with-trishul-pendant,Silver Plated Karungali Mala with Trishul Pendant,"<div class=""upaasak-product""><p>The Silver Plated Karungali Mala with Trishul Pendant is a powerful combination of Karungali&#x27;s protective energy and Lord Shiva&#x27;s divine symbol — the Trishul. Karungali (Ebony) wood is one of Sanatan Dharma&#x27;s most sacred protective materials, traditionally believed to shield the wearer from negative energy and evil forces. The silver-plated Trishul pendant — a symbol of Mahadev&#x27;s supreme authority — amplifies the mala&#x27;s protective and spiritual power, making it especially meaningful for devotees of Lord Shiva. <br><br>The Karungali beads are 100% genuine, lab-certified using the OSOC method, and energized by UPAASAK before dispatch. Wearing this mala on Monday — Shiva&#x27;s auspicious day — is traditionally recommended for maximum benefit. Suitable for all Rashis and especially meaningful for devotees of Lord Shiva seeking spiritual protection. A deeply devotional piece for daily wear, japa, or as a meaningful gift for Shiva bhakts.</p><h3>Key Highlights</h3><ul><li>100% Genuine Karungali (Ebony) beads with silver-plated Trishul (Lord Shiva) pendant</li><li>Invokes Mahadev&#x27;s supreme protection and divine power</li><li>Lab-certified using OSOC method and energized by UPAASAK before dispatch</li><li>Especially recommended for Shiva devotees and those with Shani-related challenges</li><li>Suitable for all Rashis, ages, and genders</li></ul><h3>Specifications</h3><p>Suitable Rashi / Zodiac</p><ul><li>Suitable for all Rashis</li><li>Especially beneficial for Vrishchik (Scorpio) and Makar (Capricorn) natives</li></ul><p>How to Wear</p><ul><li>Wear around the neck for daily spiritual use</li><li>Cleanse before first use by wiping gently with a dry, soft cloth</li></ul><p>Who Should Wear?</p><ul><li>Suitable for men and women of all ages</li><li>Devotees of Lord Shiva and Mahadev seeking divine protection</li></ul><p>Care Instructions</p><ul><li>Keep away from water and moisture</li><li>Do not use soap or chemical cleaners</li><li>Wipe gently with a dry, soft cloth</li><li>Store in a clean, dry place when not in use</li></ul><p>Auspicious Day to Start Wearing</p><ul><li>Monday (Lord Shiva&#x27;s auspicious day)</li></ul><p>Suitable For (Gender / Usage)</p><ul><li>Men &amp; Women (Unisex)</li><li>Suitable for daily wear and spiritual practice</li></ul><h3>Box Contents</h3><ul><li>1 × Silver Plated Karungali Mala with Trishul Pendant</li><li>1 × UPAASAK Authenticity Certificate Card (with QR Code)</li><li>Premium Protective Packaging</li></ul><h3>Key Benefits</h3><ul><li>Invokes Lord Shiva&#x27;s divine protection through the sacred Trishul symbol</li><li>Karungali&#x27;s traditional energy wards off negative forces and evil eye</li><li>Especially powerful for Shiva devotees and those seeking Mahadev&#x27;s grace</li><li>Silver-plated premium finish suitable for daily wear and festive gifting</li></ul><h3>FAQs</h3><p><strong>Who should wear this Karungali product?</strong><br>Suitable for men and women of all ages — especially those seeking spiritual protection, courage, and daily devotional practice.</p><p><strong>Can I wear Karungali while sleeping?</strong><br>Remove before sleeping. Store in a clean, dry place overnight.</p><p><strong>How do I know my Karungali is authentic?</strong><br>All UPAASAK Karungali products are lab-certified using OSOC method. Each product comes with a batch certificate card and QR code linking to the lab report.</p><p><strong>Can men and women both wear Karungali?</strong><br>Yes — Karungali is unisex and suitable for all genders and Rashis.</p><h3>Disclaimer</h3><ul><li>Benefits are belief-based, rooted in traditional Sanatan Dharma practices</li><li>UPAASAK does not claim or guarantee any specific outcomes</li><li>Individual results may vary based on faith and intention</li><li>Not a substitute for medical or professional advice</li><li>Authenticated using OSOC (One Sample One Certificate) method</li></ul></div>",Upaasak,Apparel & Accessories > Jewelry > Necklaces,Karungali,"Karungali, Protection, Lord Shiv, Certified, Energized, Original, Enquiry",TRUE,Title,Default Title,,,,,,,,KA-SPKT-06,0,shopify,100,deny,manual,0,,TRUE,TRUE,,,,,,https://upaasak.com/cdn/shop/files/RJ177-3-1_209146.jpg,1,Silver Plated Karungali Mala with Trishul Pendant,FALSE,Silver Plated Karungali Mala with Trishul Pendant | Lord Shiva's Divin,"The Silver Plated Karungali Mala with Trishul Pendant is a powerful combination of Karungali's protective energy and Lord Shiva's divine symbol — the Trishul. Karungali (Ebony) wood is one of Sanatan Dharma's most sacred protective materials, traditionally believed to shield the wearer from negative",,,,,new,,,,,,,Genuine Ebony Wood,,,kg,,,active
silver-plated-karungali-mala-with-trishul-pendant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upaasak.com/cdn/shop/files/RJ177-3-2_209147.jpg,2,Silver Plated Karungali Mala with Trishul Pendant,,,,,,,,,,,,,,,,,,,,,
silver-plated-karungali-mala-with-trishul-pendant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upaasak.com/cdn/shop/files/RJ177-3-3_209148.jpg,3,Silver Plated Karungali Mala with Trishul Pendant,,,,,,,,,,,,,,,,,,,,,
karungali-ebony-wood-bracelet,Karungali Ebony Wood Bracelet,"<div class=""upaasak-product""><p>The Karungali Bracelet is a simple yet powerful protective accessory crafted from 100% genuine Karungali (Ebony) wood — one of Sanatan Dharma&#x27;s most revered protective materials. Traditionally associated with Lord Murugan, Karungali wood is believed to create a natural energetic shield around the wearer, protecting against negative energy, evil eye, and unwanted influences. This bracelet is ideal for those seeking Karungali&#x27;s protective benefits in an easy, everyday wrist format. Unlike heavier malas, the bracelet offers a discreet and comfortable protective solution for professionals and daily wear. <br><br>Each bead is 100% genuine Karungali, lab-certified using the OSOC (One Sample One Certificate) method, and energized by UPAASAK before dispatch. Suitable for all Rashis, ages, and genders, this bracelet serves as a consistent daily protective companion. A highly versatile and affordable spiritual accessory for those beginning their journey with Karungali wood&#x27;s traditional blessings.</p><h3>Key Highlights</h3><ul><li>100% Genuine Karungali (Ebony) wood in a comfortable daily bracelet format</li><li>Traditional energetic protection from negative energy and evil eye</li><li>Lab-certified using OSOC method and energized by UPAASAK before dispatch</li><li>Lightweight yet energetically potent — suitable for all-day wear</li><li>Suitable for all Rashis, ages, and genders</li></ul><h3>Specifications</h3><p>Suitable Rashi / Zodiac</p><ul><li>Suitable for all Rashis</li></ul><p>How to Wear</p><ul><li>Wear on either wrist for daily spiritual use</li><li>Cleanse before first use by wiping gently with a dry, soft cloth</li></ul><p>Who Should Wear?</p><ul><li>Suitable for men and women of all ages</li><li>Recommended for those seeking spiritual protection, courage, and positivity</li></ul><p>Care Instructions</p><ul><li>Keep away from water and moisture</li><li>Do not use soap or chemical cleaners</li><li>Wipe gently with a dry, soft cloth</li><li>Store in a clean, dry place when not in use</li></ul><p>Auspicious Day to Start Wearing</p><ul><li>Saturday (traditional Karungali auspicious day)</li></ul><p>Suitable For (Gender / Usage)</p><ul><li>Men &amp; Women (Unisex)</li><li>Suitable for daily wear and spiritual practice</li></ul><h3>Box Contents</h3><ul><li>1 × Karungali Bracelet</li><li>1 × UPAASAK Authenticity Certificate Card (with QR Code)</li><li>Premium Protective Packaging</li></ul><h3>Key Benefits</h3><ul><li>Blocks negative energy and evil eye through Karungali&#x27;s traditional protection</li><li>Lightweight bracelet format for continuous daily protective wear</li><li>Grounding and emotional stability through dense Ebony wood energy</li><li>Lab Tested and energized — authentic Karungali guaranteed</li></ul><h3>FAQs</h3><p><strong>Who should wear this Karungali product?</strong><br>Suitable for men and women of all ages — especially those seeking spiritual protection, courage, and daily devotional practice.</p><p><strong>Can I wear Karungali while sleeping?</strong><br>Remove before sleeping. Store in a clean, dry place overnight.</p><p><strong>How do I know my Karungali is authentic?</strong><br>All UPAASAK Karungali products are lab-certified using OSOC method. Each product comes with a batch certificate card and QR code linking to the lab report.</p><p><strong>Can men and women both wear Karungali?</strong><br>Yes — Karungali is unisex and suitable for all genders and Rashis.</p><h3>Disclaimer</h3><ul><li>Benefits are belief-based, rooted in traditional Sanatan Dharma practices</li><li>UPAASAK does not claim or guarantee any specific outcomes</li><li>Individual results may vary based on faith and intention</li><li>Not a substitute for medical or professional advice</li><li>Authenticated using OSOC (One Sample One Certificate) method</li></ul></div>",Upaasak,Apparel & Accessories > Jewelry > Necklaces,Karungali,"Karungali, Protection, Lord Murugan, Certified, Energized, Original",TRUE,Title,Default Title,,,,,,,,KA-KBRK-07,0,shopify,100,deny,manual,799,999,TRUE,TRUE,,,,,,https://upaasak.com/cdn/shop/files/RJ177-3-1_209146.jpg,1,Karungali Ebony Wood Bracelet,FALSE,Karungali Ebony Wood Bracelet | Daily Protective Energy | OSOC Certifi,"The Karungali Bracelet is a simple yet powerful protective accessory crafted from 100% genuine Karungali (Ebony) wood — one of Sanatan Dharma's most revered protective materials. Traditionally associated with Lord Murugan, Karungali wood is believed to create a natural energetic shield around the we",,,,,new,,,,,,,Genuine Ebony Wood,,,kg,,,active
karungali-ebony-wood-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upaasak.com/cdn/shop/files/RJ177-3-2_209147.jpg,2,Karungali Ebony Wood Bracelet,,,,,,,,,,,,,,,,,,,,,
karungali-ebony-wood-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upaasak.com/cdn/shop/files/RJ177-3-3_209148.jpg,3,Karungali Ebony Wood Bracelet,,,,,,,,,,,,,,,,,,,,,
natural-gemstone-yellow-sapphire-pukhraj,Natural Gemstone Yellow Sapphire (Pukhraj),"<div class=""upaasak-product""><p>Natural Yellow Sapphire (Pukhraj) is the gemstone of Jupiter (Brihaspati) — the planet of wisdom, wealth, higher learning, and good fortune in Vedic astrology. Wearing an authentic, lab-certified Pukhraj is believed to strengthen Jupiter&#x27;s influence in the wearer&#x27;s horoscope, attracting prosperity, career advancement, marital harmony, and academic blessings. Yellow Sapphire is particularly recommended for Dhanu (Sagittarius) and Meen (Pisces) Rashi natives — both ruled by Jupiter. It is one of the most widely recommended gemstones by Vedic astrologers across India for those seeking financial growth, wisdom, and relationship blessings. Each UPAASAK Yellow Sapphire is individually sourced, lab-certified using the OSOC (One Sample One Certificate) method, and accompanied by a full certificate with QR code. Strongly recommended to consult a qualified Vedic astrologer before purchase. Best set in gold and worn on the index finger of the right hand, ideally starting on a Thursday. Jupiter&#x27;s golden gift of wisdom and fortune.</p><h3>Key Highlights</h3><ul><li>Natural Yellow Sapphire (Pukhraj) — Jupiter&#x27;s most auspicious gemstone</li><li>Attracts wisdom, prosperity, career growth, and marital harmony</li><li>Individually lab-certified using OSOC method and energized before dispatch</li><li>Full certificate with QR code for authenticity verification</li><li>Primarily for Dhanu (Sagittarius) and Meen (Pisces) — consult astrologer before wearing</li></ul><h3>Specifications</h3><p>Suitable Rashi / Zodiac</p><ul><li>Primarily recommended for Dhanu (Sagittarius) and Meen (Pisces) Rashi</li><li>Wear only after consultation with a qualified Vedic astrologer</li></ul><p>How to Wear</p><ul><li>Wear as a ring on the prescribed finger or as a pendant touching the skin</li><li>Begin wearing on the recommended auspicious day after sunrise</li><li>Wear continuously — remove only when bathing</li></ul><p>Who Should Wear?</p><ul><li>Specific Rashi recommendation noted above</li><li>Wear only after consultation with a qualified Vedic astrologer</li></ul><p>Care Instructions</p><ul><li>Store in a soft cloth pouch or jewellery box away from direct sunlight</li><li>Avoid contact with chemicals, perfumes, and cosmetics</li><li>Get the setting checked periodically by a jeweller</li></ul><p>Auspicious Day to Start Wearing</p><ul><li>Thursday (Brihaspati/Jupiter&#x27;s most auspicious day)</li></ul><p>Suitable For (Gender / Usage)</p><ul><li>Men &amp; Women (Unisex)</li><li>Worn as ring or pendant as per astrological recommendation</li></ul><h3>Box Contents</h3><ul><li>1 × Natural Yellow Sapphire (Pukhraj) Gemstone</li><li>1 × UPAASAK Authenticity Certificate Card (with QR Code)</li><li>Premium Protective Packaging</li></ul><h3>Key Benefits</h3><ul><li>Strengthens Jupiter&#x27;s influence for wisdom, wealth, and good fortune</li><li>Supports career advancement, academic achievement, and prosperity</li><li>Traditionally associated with marital harmony and auspicious life events</li><li>Individually certified OSOC — authentic Pukhraj quality guaranteed</li></ul><h3>FAQs</h3><p><strong>Do I need an astrologer&#x27;s consultation before wearing a gemstone?</strong><br>Yes — strongly recommended, especially for powerful stones like Neelam (Blue Sapphire). Wear only after consulting a qualified Vedic astrologer.</p><p><strong>How are UPAASAK gemstones certified?</strong><br>All gemstones are certified using OSOC method with lab reports accessible via QR code on the certificate card.</p><p><strong>Can I wear multiple gemstones together?</strong><br>Some combinations are beneficial; others may conflict. Always consult a qualified Vedic astrologer for personalised pairing advice.</p><p><strong>How do I care for my gemstone after purchase?</strong><br>Store in a soft cloth pouch away from direct sunlight. Avoid contact with chemicals, perfumes and cosmetics. Get the jewellery setting checked periodically by a jeweller.</p><h3>Disclaimer</h3><ul><li>Benefits are belief-based as per traditional Vedic astrology practices</li><li>UPAASAK does not claim or guarantee any specific astrological outcomes</li><li>Wear only after consultation with a qualified Vedic astrologer</li><li>Individual results may vary</li><li>Gemstone colour, size and pattern may vary as each piece is naturally unique</li><li>Authenticated using OSOC (One Sample One Certificate) method</li></ul></div>",Upaasak,Apparel & Accessories > Jewelry,Gemstones,"Gemstones, Wealth, Confidence, Certified, Energized, Original",TRUE,Ratti,4 Ratti,,,,,,,,GM-YLSP-01-4RATTI,0,shopify,100,deny,manual,19999,24999,TRUE,TRUE,,,,,,https://upaasak.com/cdn/shop/files/RJ177-3-1_209146.jpg,1,Natural Gemstone Yellow Sapphire (Pukhraj),FALSE,"Natural Yellow Sapphire Pukhraj | Jupiter Planet | Wisdom, Prosperity ","Natural Yellow Sapphire (Pukhraj) is the gemstone of Jupiter (Brihaspati) — the planet of wisdom, wealth, higher learning, and good fortune in Vedic astrology. Wearing an authentic, lab-certified Pukhraj is believed to strengthen Jupiter's influence in the wearer's horoscope, attracting prosperity, ",,,,,new,,,,,,,OSOC Certified,,,kg,,,active
natural-gemstone-yellow-sapphire-pukhraj,,,,,,,,Ratti,5 Ratti,,,,,,,,GM-YLSP-01-5RATTI,0,shopify,100,deny,manual,0,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
natural-gemstone-yellow-sapphire-pukhraj,,,,,,,,Ratti,6 Ratti,,,,,,,,GM-YLSP-01-6RATTI,0,shopify,100,deny,manual,29999,37499,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
natural-gemstone-yellow-sapphire-pukhraj,,,,,,,,Ratti,7 Ratti,,,,,,,,GM-YLSP-01-7RATTI,0,shopify,100,deny,manual,34999,43749,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
natural-gemstone-yellow-sapphire-pukhraj,,,,,,,,Ratti,8 Ratti,,,,,,,,GM-YLSP-01-8RATTI,0,shopify,100,deny,manual,39999,49999,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
natural-gemstone-yellow-sapphire-pukhraj,,,,,,,,Ratti,9 Ratti,,,,,,,,GM-YLSP-01-9RATTI,0,shopify,100,deny,manual,44999,56249,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
natural-gemstone-yellow-sapphire-pukhraj,,,,,,,,Ratti,10 Ratti,,,,,,,,GM-YLSP-01-10RATTI,0,shopify,100,deny,manual,49999,62499,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
natural-gemstone-yellow-sapphire-pukhraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upaasak.com/cdn/shop/files/RJ177-3-2_209147.jpg,2,Natural Gemstone Yellow Sapphire (Pukhraj),,,,,,,,,,,,,,,,,,,,,
natural-gemstone-yellow-sapphire-pukhraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upaasak.com/cdn/shop/files/RJ177-3-3_209148.jpg,3,Natural Gemstone Yellow Sapphire (Pukhraj),,,,,,,,,,,,,,,,,,,,,
natural-gemstone-pearl-moti,Natural Gemstone Pearl (Moti),"<div class=""upaasak-product""><p>Natural Pearl (Moti) is the gemstone of the Moon (Chandra) — the planet governing emotions, mind, mother, and intuitive consciousness in Vedic astrology. Wearing an authentic, lab-certified Moti is believed to strengthen the Moon&#x27;s influence, promote emotional balance, mental peace, improved concentration, and harmonious family relationships. Pearl is particularly recommended for Karka (Cancer) Rashi natives — ruled by the Moon. It is one of Vedic astrology&#x27;s most universally gentle and nurturing gemstones, widely prescribed for those dealing with emotional instability, mental anxiety, or challenging Moon placement in their horoscope. Each UPAASAK Pearl is individually sourced, lab-certified using the OSOC method, and accompanied by a full certificate with QR code. Strongly recommended to consult a qualified Vedic astrologer before purchase. Best set in silver and worn on the little finger of the right hand, ideally starting on a Monday. The Moon&#x27;s gift of calm, clarity, and emotional healing.</p><h3>Key Highlights</h3><ul><li>Natural Pearl (Moti) — Moon&#x27;s gentle nurturing gemstone</li><li>Promotes emotional balance, mental peace, and family harmony</li><li>Individually lab-certified using OSOC method and energized before dispatch</li><li>Full certificate with QR code for authenticity verification</li><li>Primarily for Karka (Cancer) — consult astrologer before wearing</li></ul><h3>Specifications</h3><p>Suitable Rashi / Zodiac</p><ul><li>Primarily recommended for Karka (Cancer) Rashi natives</li><li>Wear only after consultation with a qualified Vedic astrologer</li></ul><p>How to Wear</p><ul><li>Wear as a ring on the prescribed finger or as a pendant touching the skin</li><li>Begin wearing on the recommended auspicious day after sunrise</li><li>Wear continuously — remove only when bathing</li></ul><p>Who Should Wear?</p><ul><li>Specific Rashi recommendation noted above</li><li>Wear only after consultation with a qualified Vedic astrologer</li></ul><p>Care Instructions</p><ul><li>Store in a soft cloth pouch or jewellery box away from direct sunlight</li><li>Avoid contact with chemicals, perfumes, and cosmetics</li><li>Get the setting checked periodically by a jeweller</li></ul><p>Auspicious Day to Start Wearing</p><ul><li>Monday evening (Chandra&#x27;s most auspicious time)</li></ul><p>Suitable For (Gender / Usage)</p><ul><li>Men &amp; Women (Unisex)</li><li>Worn as ring or pendant as per astrological recommendation</li></ul><h3>Box Contents</h3><ul><li>1 × Natural Pearl (Moti) Gemstone</li><li>1 × UPAASAK Authenticity Certificate Card (with QR Code)</li><li>Premium Protective Packaging</li></ul><h3>Key Benefits</h3><ul><li>Strengthens Moon&#x27;s influence for emotional stability and mental peace</li><li>Improves family relationships and the emotional bond with mother</li><li>Calms an anxious mind and promotes better sleep and inner peace</li><li>Individually certified OSOC — authentic natural Pearl quality guaranteed</li></ul><h3>FAQs</h3><p><strong>Do I need an astrologer&#x27;s consultation before wearing a gemstone?</strong><br>Yes — strongly recommended, especially for powerful stones like Neelam (Blue Sapphire). Wear only after consulting a qualified Vedic astrologer.</p><p><strong>How are UPAASAK gemstones certified?</strong><br>All gemstones are certified using OSOC method with lab reports accessible via QR code on the certificate card.</p><p><strong>Can I wear multiple gemstones together?</strong><br>Some combinations are beneficial; others may conflict. Always consult a qualified Vedic astrologer for personalised pairing advice.</p><p><strong>How do I care for my gemstone after purchase?</strong><br>Store in a soft cloth pouch away from direct sunlight. Avoid contact with chemicals, perfumes and cosmetics. Get the jewellery setting checked periodically by a jeweller.</p><h3>Disclaimer</h3><ul><li>Benefits are belief-based as per traditional Vedic astrology practices</li><li>UPAASAK does not claim or guarantee any specific astrological outcomes</li><li>Wear only after consultation with a qualified Vedic astrologer</li><li>Individual results may vary</li><li>Gemstone colour, size and pattern may vary as each piece is naturally unique</li><li>Authenticated using OSOC (One Sample One Certificate) method</li></ul></div>",Upaasak,Apparel & Accessories > Jewelry,Gemstones,"Gemstones, Peace, Health, Certified, Energized, Original",TRUE,Ratti,4 Ratti,,,,,,,,GM-PRML-02-4RATTI,0,shopify,100,deny,manual,3199,3999,TRUE,TRUE,,,,,,https://upaasak.com/cdn/shop/files/RJ177-3-1_209146.jpg,1,Natural Gemstone Pearl (Moti),FALSE,Natural Pearl Moti | Moon Planet | Emotional Balance & Mental Peace | ,"Natural Pearl (Moti) is the gemstone of the Moon (Chandra) — the planet governing emotions, mind, mother, and intuitive consciousness in Vedic astrology. Wearing an authentic, lab-certified Moti is believed to strengthen the Moon's influence, promote emotional balance, mental peace, improved concent",,,,,new,,,,,,,OSOC Certified,,,kg,,,active
